METAR,RCKU,141600Z,020,02KT,9999,FEW012,16,14,Q1021,A3017,
METAR,RCKU,141500Z,360,03KT,9999,FEW012,16,14,Q1022,A3018,
METAR,RCKU,141400Z,350,02KT,9999,FEW012 BKN040,17,14,Q1022,A3019,
METAR,RCKU,141330Z,360,04KT,9999,FEW012 BKN040,17,14,Q1022,A3019,
METAR,RCKU,141300Z,360,06KT,9999,FEW012 BKN040,18,14,Q1022,A3019,
METAR,RCKU,141230Z,350,06KT,9999,FEW012 BKN040,18,14,Q1022,A3018,
METAR,RCKU,141200Z,350,07KT,9999,FEW012 BKN040,18,14,Q1021,A3017,
METAR,RCKU,141130Z,350,08KT,9999,FEW012 BKN040,19,14,Q1021,A3017,
METAR,RCKU,141100Z,360,09KT,9999,FEW012 BKN040,19,14,Q1021,A3016,
METAR,RCKU,141030Z,350,10KT,9999,FEW012 BKN040,20,14,Q1021,A3015,
METAR,RCKU,141000Z,320,06KT,9999,FEW012 BKN040,21,15,Q1020,A3014,
METAR,RCKU,140930Z,310,06KT,9999,FEW012 BKN040,21,14,Q1020,A3014,
METAR,RCKU,140900Z,320,06KT,9999,FEW012 BKN040,22,14,Q1020,NOSIG,A3014
METAR,RCKU,140830Z,340,06KT,9999,FEW012 BKN040,22,13,Q1020,NOSIG,A3014
METAR,RCKU,140800Z,320,05KT,9999,FEW012 BKN040,22,13,Q1020,NOSIG,A3014
METAR,RCKU,140730Z,310,06KT,9999,FEW012 BKN040,23,13,Q1020,NOSIG,A3014
METAR,RCKU,140700Z,330,07KT,9999,FEW012 BKN040,23,14,Q1021,NOSIG,A3015
METAR,RCKU,140630Z,330,09KT,9999,FEW012 BKN040,23,14,Q1021,NOSIG,A3016
METAR,RCKU,140600Z,300,08KT,9999,FEW012 BKN040,23,13,Q1021,NOSIG,A3017
METAR,RCKU,140530Z,280,09KT,9999,FEW012 BKN040,24,14,Q1022,NOSIG,A3018
METAR,RCKU,140500Z,280,07KT,9999,FEW012 SCT030,25,14,Q1022,NOSIG,A3019
METAR,RCKU,140430Z,290,06KT,9999,FEW012 SCT030,24,13,Q1022,NOSIG,A3020
METAR,RCKU,140400Z,250,04KT,9999,FEW012,24,12,Q1023,NOSIG,A3022
METAR,RCKU,140330Z,240,03KT,9999,FEW012,24,12,Q1023,NOSIG,A3023
METAR,RCKU,140300Z,290,05KT,9999,FEW012,23,11,Q1024,NOSIG,A3024
METAR,RCKU,140230Z,280,04KT,9999,FEW012,23,12,Q1024,NOSIG,A3024
METAR,RCKU,140200Z,280,03KT,9999,FEW012,22,11,Q1024,NOSIG,A3024
METAR,RCKU,140130Z,270,04KT,9999,FEW012,21,13,Q1024,NOSIG,A3024
METAR,RCKU,140100Z,290,02KT,9999,FEW012,20,13,Q1024,NOSIG,A3024
METAR,RCKU,140030Z,000,00KT,9999,FEW012,20,13,Q1024,NOSIG,A3024
METAR,RCKU,140000Z,000,00KT,9999,FEW012,18,13,Q1023,NOSIG,A3022
METAR,RCKU,132330Z,130,01KT,9999,FEW012,15,13,Q1023,NOSIG,A3021
METAR,RCKU,132300Z,130,02KT,9999,FEW012,13,12,Q1022,NOSIG,A3020
METAR,RCKU,132230Z,000,00KT,9999,FEW012,12,10,Q1022,NOSIG,A3019
METAR,RCKU,132200Z,030,02KT,9999,FEW012,12,10,Q1022,NOSIG,A3019
METAR,RCKU,132130Z,020,02KT,9999,FEW012,11,10,Q1022,NOSIG,A3018
METAR,RCKU,132100Z,350,02KT,9999,FEW012,12,10,Q1022,NOSIG,A3018
METAR,RCKU,132030Z,000,00KT,9999,FEW012 SCT040,11,10,Q1021,A3017,
METAR,RCKU,132000Z,300,01KT,9999,FEW012 BKN040,11,10,Q1021,A3017,
METAR,RCKU,131900Z,000,00KT,9999,FEW012,12,11,Q1021,A3016,
METAR,RCKU,131800Z,000,00KT,9999,FEW012,13,10,Q1021,A3016,
METAR,RCKU,131700Z,020,01KT,9999,FEW012,13,10,Q1021,A3017,
METAR,RCKU,131600Z,350,03KT,9999,FEW012,13,09,Q1022,A3018,
