METAR,RCKU,260300Z,210,08KT,8000,FEW010 SCT050,29,20,Q1013,NOSIG,A2992,,,
METAR,RCKU,260230Z,220,07KT,8000,FEW010 SCT060,28,21,Q1013,NOSIG,A2992,,,
METAR,RCKU,260200Z,210,07KT,8000,FEW010 SCT080,27,21,Q1013,NOSIG,A2993,,,
METAR,RCKU,260130Z,210,05KT,8000,FEW010 SCT080,26,21,Q1013,NOSIG,A2993,,,
METAR,RCKU,260100Z,220,04KT,7000,FEW010,25,20,Q1013,NOSIG,A2992,,,
METAR,RCKU,260030Z,000,00KT,7000,FEW010,25,20,Q1013,NOSIG,A2993,,,
METAR,RCKU,260000Z,360,02KT,7000,FEW010,23,20,Q1013,NOSIG,A2992,,,
METAR,RCKU,252330Z,330,03KT,7000,FEW010,21,19,Q1013,NOSIG,A2991,,,
METAR,RCKU,252300Z,300,02KT,6000,FEW010,20,19,Q1012,NOSIG,A2991,,,
METAR,RCKU,252230Z,330,01KT,6000,FEW010,20,19,Q1012,<strong>BECMG<,strong>,5000,BR,A2990
METAR,RCKU,252200Z,320,01KT,6000,FEW010,20,19,Q1012,<strong>BECMG<,strong>,5000,BR,A2989
METAR,RCKU,252130Z,330,02KT,8000,FEW010,20,19,Q1012,NOSIG,A2988,,,
METAR,RCKU,252100Z,350,03KT,8000,FEW010,20,19,Q1012,NOSIG,A2988,,,
METAR,RCKU,252030Z,360,03KT,9999,FEW012,20,19,Q1012,A2988,,,,
METAR,RCKU,252000Z,340,02KT,9999,FEW012,21,19,Q1012,A2989,,,,
METAR,RCKU,251900Z,000,00KT,9999,FEW012,20,19,Q1012,A2989,,,,
METAR,RCKU,251800Z,300,02KT,9999,FEW012,21,19,Q1012,A2988,,,,
METAR,RCKU,251700Z,330,05KT,9999,FEW012 SCT040,21,19,Q1012,A2990,,,,
METAR,RCKU,251600Z,310,04KT,9999,FEW012 SCT050,21,19,Q1012,A2991,,,,
METAR,RCKU,251500Z,000,00KT,9999,FEW012 BKN050,21,19,Q1012,A2991,,,,
METAR,RCKU,251400Z,310,01KT,9999,FEW012,22,19,Q1012,A2990,,,,
METAR,RCKU,251330Z,340,02KT,9999,FEW012,22,19,Q1012,A2990,,,,
METAR,RCKU,251300Z,330,03KT,9999,FEW012,23,19,Q1012,A2990,,,,
METAR,RCKU,251230Z,340,04KT,9999,FEW012,23,19,Q1012,A2990,,,,
METAR,RCKU,251200Z,360,04KT,9999,FEW012,23,19,Q1012,A2988,,,,
METAR,RCKU,251130Z,340,04KT,9999,FEW012,23,19,Q1012,A2988,,,,
METAR,RCKU,251100Z,340,05KT,9999,FEW012,24,19,Q1011,A2987,,,,
METAR,RCKU,251030Z,340,06KT,9999,FEW010,25,20,Q1011,A2986,,,,
METAR,RCKU,251000Z,340,09KT,9999,FEW010,25,20,Q1011,A2986,,,,
METAR,RCKU,250930Z,340,10KT,9999,FEW010,27,21,Q1011,A2986,,,,
METAR,RCKU,250900Z,330,08KT,9999,FEW010,28,21,Q1011,NOSIG,A2986,,,
METAR,RCKU,250830Z,340,11KT,9999,FEW010,28,20,Q1011,NOSIG,A2985,,,
METAR,RCKU,250800Z,340,12KT,9999,FEW010,29,21,Q1010,NOSIG,A2984,,,
METAR,RCKU,250730Z,350,10KT,9999,FEW010,29,21,Q1010,NOSIG,A2984,,,
METAR,RCKU,250700Z,360,13KT,9999,FEW010,29,21,Q1010,NOSIG,A2985,,,
METAR,RCKU,250630Z,350,14KT,9999,FEW010 SCT050,29,21,Q1011,NOSIG,A2986,,,
METAR,RCKU,250600Z,330,11KT,9999,FEW010 SCT050,29,22,Q1011,NOSIG,A2987,,,
METAR,RCKU,250530Z,340,11KT,9999,FEW010 SCT030,29,22,Q1011,NOSIG,A2987,,,
METAR,RCKU,250500Z,320,08KT,9999,FEW010 SCT030,30,22,Q1012,NOSIG,A2988,,,
METAR,RCKU,250430Z,340,09KT,9999,FEW010 SCT030,30,22,Q1012,NOSIG,A2989,,,
METAR,RCKU,250400Z,350,10KT,9999,FEW010 SCT030,30,21,Q1012,NOSIG,A2990,,,
METAR,RCKU,250330Z,350,10KT,9999,FEW010 SCT100,29,21,Q1012,NOSIG,A2991,,,
METAR,RCKU,250300Z,360,08KT,9999,FEW010 SCT100,29,21,Q1013,NOSIG,A2992,,,
